,drug,cell_line,IC50
0,5-Fluorouracil,22RV1,2.319585
1,5-azacytidine,22RV1,3.192165
2,A-366,22RV1,4.685324
3,ABT737,22RV1,3.98776
4,AGI-5198,22RV1,6.255464
5,AGI-6780,22RV1,4.194722
6,AGK2,22RV1,3.839616
7,AMG-319,22RV1,6.450931
8,AT13148,22RV1,2.529538
9,AZ6102,22RV1,2.9276
10,AZ960,22RV1,3.969719
11,AZD1208,22RV1,5.007299
12,AZD1332,22RV1,3.424256
13,AZD2014,22RV1,-0.554046
14,AZD3759,22RV1,3.408729
15,AZD4547,22RV1,3.618655
16,AZD5363,22RV1,2.654513
17,AZD5438,22RV1,3.426016
18,AZD5582,22RV1,2.402949
19,AZD5991,22RV1,3.873425
20,AZD6738,22RV1,3.384121
21,AZD7762,22RV1,2.042511
22,AZD8055,22RV1,-1.458397
23,AZD8186,22RV1,3.749366
24,Afatinib,22RV1,2.316328
25,Afuresertib,22RV1,1.553442
26,Alisertib,22RV1,3.292027
27,Alpelisib,22RV1,2.207962
28,Avagacestat,22RV1,5.06275
29,Axitinib,22RV1,4.474203
30,BI-2536,22RV1,-1.501355
31,BIBR-1532,22RV1,6.360602
32,BMS-345541,22RV1,2.47004
33,BMS-536924,22RV1,2.862935
34,BMS-754807,22RV1,2.273743
35,Bleomycin,22RV1,4.031109
36,Bleomycin (50 uM),22RV1,3.97792
37,Bortezomib,22RV1,-4.6224
38,Bosutinib,22RV1,3.913924
39,Bromosporine,22RV1,2.842678
40,Buparlisib,22RV1,0.648494
41,CCT007093,22RV1,5.941977
42,CPI-637,22RV1,4.905957
43,Camptothecin,22RV1,-2.90246
44,Carmustine,22RV1,6.148346
45,Cediranib,22RV1,2.109625
46,Cisplatin,22RV1,3.372862
47,Crizotinib,22RV1,2.502973
48,Cyclophosphamide,22RV1,6.209993
49,Cytarabine,22RV1,4.189364
50,Dabrafenib,22RV1,6.439239
51,Dacarbazine,22RV1,6.889218
52,Dactolisib,22RV1,-2.793766
53,Daporinad,22RV1,-3.112784
